"id","market","strategy","status","outcome","execution_mode","quality_gate_status","quality_gate_reasons","entry_at","exit_at","side","entry","stop","target","net_pnl","r_multiple","risk","cost_r","fees","slippage","mfe_r","mae_r","exit_reason","quality_score","trend_score","regime"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:ETH-EUR:ETH-EUR:mtf:1h:support:298","ETH-EUR","range_bounce","closed_loss","loss","shadow_correlated_duplicate","passed","","2026-06-26T03:57:34.787Z","2026-06-26T04:52:35.821Z","long","1368.65","1361.78","1378.96","-7.99","-1.6","5","0.6","1.99","1","0.3","-1.19","Stop Loss","0.6504","0.6841","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:htf:4h:support:120","BTC-EUR","scout_touch_rejection","closed_loss","loss","primary","passed","","2026-06-26T00:06:29.696Z","2026-06-26T02:16:32.485Z","long","52619","52049.41","53473.38","-6.38","-1.28","5","0.28","0.92","0.46","0.04","-1.82","Stop Loss","0.5923","0.5726","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:BTC-EUR:BTC-EUR:htf:4h:support:120","BTC-EUR","breakout_retest","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T00:31:30.199Z","2026-06-26T01:06:31.181Z","short","52532","52622.46","52396.31","-1.21","-0.24","5","1.74","5.81","2.9","2.74","-0.73","Take Profit","0.4071","0.4183","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:htf:4h:support:120","BTC-EUR","momentum_continuation","closed_loss","loss","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-26T00:06:29.696Z","2026-06-26T02:16:32.485Z","long","52619","52049.41","53473.38","-6.38","-1.28","5","0.28","0.92","0.46","0.04","-1.82","Stop Loss","0.603","0.6552","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:htf:4h:support:120","BTC-EUR","range_bounce","closed_loss","loss","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-26T00:06:29.696Z","2026-06-26T02:16:32.485Z","long","52619","52049.41","53473.38","-6.38","-1.28","5","0.28","0.92","0.46","0.04","-1.82","Stop Loss","0.6","0.5909","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:volatility_breakout:BTC-EUR:BTC-EUR:htf:4h:support:120","BTC-EUR","volatility_breakout","closed_win","win","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum","2026-06-26T00:36:30.496Z","2026-06-26T01:06:31.181Z","short","52500","52625.68","52311.47","1.23","0.25","5","1.25","4.18","2.09","1.72","-0.78","Take Profit","0.4413","0.6591","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:htf:4h:support:109","BTC-EUR","scout_touch_rejection","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-25T22:41:27.900Z","2026-06-25T23:21:28.689Z","long","52538","52439.5","52685.74","-0.5","-0.1","5","1.6","5.33","2.67","2.93","-0.03","Take Profit","0.3867","0.3774","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:BTC-EUR:BTC-EUR:htf:4h:support:109","BTC-EUR","breakout_retest","closed_win","win","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum","2026-06-26T00:36:30.496Z","2026-06-26T01:06:31.181Z","short","52500","52632.07","52301.89","1.53","0.31","5","1.19","3.98","1.99","1.64","-0.74","Take Profit","0.4519","0.6591","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:htf:4h:support:109","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum","2026-06-25T22:28:55.528Z","2026-06-25T23:21:28.689Z","long","52562","52439.95","52745.07","1.04","0.21","5","1.29","4.31","2.15","2.17","-0.37","Take Profit","0.4397","0.6546","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:BTC-EUR:BTC-EUR:htf:4h:support:109","BTC-EUR","mean_reversion","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T00:31:30.199Z","2026-06-26T00:56:30.802Z","long","52532","52444.32","52663.51","-13.99","-2.8","5","1.8","5.99","3","0.75","-1.25","Stop Loss","0.3796","0.3551","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:BTC-EUR:BTC-EUR:htf:4h:support:109","BTC-EUR","liquidity_sweep_fade","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T00:31:30.199Z","2026-06-26T00:56:30.802Z","long","52532","52444.32","52663.51","-13.99","-2.8","5","1.8","5.99","3","0.75","-1.25","Stop Loss","0.3915","0.3551","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:htf:4h:support:109","BTC-EUR","range_bounce","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-25T22:41:27.900Z","2026-06-25T23:21:28.689Z","long","52538","52439.5","52685.74","-0.5","-0.1","5","1.6","5.33","2.67","2.93","-0.03","Take Profit","0.3644","0.3198","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:volatility_breakout:BTC-EUR:BTC-EUR:htf:4h:support:109","BTC-EUR","volatility_breakout","closed_win","win","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum","2026-06-26T00:36:30.496Z","2026-06-26T01:06:31.181Z","short","52500","52632.07","52301.89","1.53","0.31","5","1.19","3.98","1.99","1.64","-0.74","Take Profit","0.4519","0.6591","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:BTC-EUR:BTC-EUR:htf:4h:support:101","BTC-EUR","breakout_retest","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T00:26:30.080Z","2026-06-26T01:06:31.181Z","short","52543","52643.4","52392.41","-0.35","-0.07","5","1.57","5.23","2.62","2.58","-0.55","Take Profit","0.4322","0.6591","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:volatility_breakout:BTC-EUR:BTC-EUR:htf:4h:support:101","BTC-EUR","volatility_breakout","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T00:26:30.080Z","2026-06-26T01:06:31.181Z","short","52543","52643.4","52392.41","-0.35","-0.07","5","1.57","5.23","2.62","2.58","-0.55","Take Profit","0.4322","0.6591","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:BTC-EUR:BTC-EUR:htf:4h:support:110","BTC-EUR","breakout_retest","closed_win","win","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum","2026-06-26T00:26:30.080Z","2026-06-26T01:06:31.181Z","short","52543","52661.66","52365.02","0.86","0.17","5","1.33","4.43","2.21","2.18","-0.46","Take Profit","0.4323","0.6591","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:volatility_breakout:BTC-EUR:BTC-EUR:htf:4h:support:110","BTC-EUR","volatility_breakout","closed_win","win","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum","2026-06-26T00:26:30.080Z","2026-06-26T01:06:31.181Z","short","52543","52661.66","52365.02","0.86","0.17","5","1.33","4.43","2.21","2.18","-0.46","Take Profit","0.4323","0.6591","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:ETH-EUR:ETH-EUR:mtf:1h:support:308","ETH-EUR","scout_touch_rejection","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-25T19:29:51.703Z","2026-06-25T19:34:51.719Z","long","1367.89","1366.53","1369.93","-7.59","-1.52","5","3.02","10.06","5.03","2.84","0","Take Profit","0.4026","0.474","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:ETH-EUR:ETH-EUR:mtf:1h:support:308","ETH-EUR","breakout_retest","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-25T19:24:51.628Z","2026-06-25T19:29:51.703Z","short","1366.65","1368.53","1363.83","-15.9","-3.18","5","2.18","7.27","3.63","0","-1.19","Stop Loss","0.4179","0.432","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:ETH-EUR:ETH-EUR:mtf:1h:support:308","ETH-EUR","range_bounce","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-25T19:29:51.703Z","2026-06-25T19:34:51.719Z","long","1367.89","1366.53","1369.93","-7.59","-1.52","5","3.02","10.06","5.03","2.84","0","Take Profit","0.3658","0.3633","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:397","BTC-EUR","scout_touch_rejection","closed_win","win","primary","passed","","2026-06-25T18:13:50.025Z","2026-06-25T21:33:54.325Z","long","52156","51871.33","52583","4.75","0.95","5","0.55","1.83","0.92","1.56","-0.67","Take Profit","0.6374","0.6552","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:397","BTC-EUR","range_bounce","closed_win","win","shadow_correlated_duplicate","passed","","2026-06-25T18:13:50.025Z","2026-06-25T21:33:54.325Z","long","52156","51871.33","52583","4.75","0.95","5","0.55","1.83","0.92","1.56","-0.67","Take Profit","0.634","0.6775","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:403","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-25T17:53:49.608Z","2026-06-25T21:58:54.921Z","long","52272","51873.57","52869.64","5.53","1.11","5","0.39","1.31","0.66","1.63","-0.77","Take Profit","0.5973","0.7523","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:htf:4h:support:110","BTC-EUR","scout_touch_rejection","closed_loss","loss","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum","2026-06-26T00:06:29.696Z","2026-06-26T00:51:30.697Z","long","52619","52491.96","52809.56","-11.21","-2.24","5","1.24","4.14","2.07","0.2","-1.11","Stop Loss","0.4045","0.4744","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:htf:4h:support:110","BTC-EUR","momentum_continuation","closed_loss","loss","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum","2026-06-26T00:06:29.696Z","2026-06-26T00:51:30.697Z","long","52619","52491.96","52809.56","-11.21","-2.24","5","1.24","4.14","2.07","0.2","-1.11","Stop Loss","0.4362","0.6012","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:BTC-EUR:BTC-EUR:htf:4h:support:110","BTC-EUR","mean_reversion","closed_loss","loss","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T00:06:29.696Z","2026-06-26T00:51:30.697Z","long","52619","52491.96","52809.56","-11.21","-2.24","5","1.24","4.14","2.07","0.2","-1.11","Stop Loss","0.3726","0.3635","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:BTC-EUR:BTC-EUR:htf:4h:support:110","BTC-EUR","liquidity_sweep_fade","closed_loss","loss","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T00:06:29.696Z","2026-06-26T00:51:30.697Z","long","52619","52491.96","52809.56","-11.21","-2.24","5","1.24","4.14","2.07","0.2","-1.11","Stop Loss","0.3845","0.3635","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:htf:4h:support:110","BTC-EUR","range_bounce","closed_loss","loss","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T00:06:29.696Z","2026-06-26T00:51:30.697Z","long","52619","52491.96","52809.56","-11.21","-2.24","5","1.24","4.14","2.07","0.2","-1.11","Stop Loss","0.3726","0.3635","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:397","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","late_or_extended_entry","2026-06-25T18:18:50.117Z","2026-06-25T21:58:54.921Z","long","52291","51871.33","52920.5","5.63","1.13","5","0.37","1.25","0.62","1.5","-0.78","Take Profit","0.6629","0.7807","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:htf:4h:support:101","BTC-EUR","scout_touch_rejection","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T00:46:30.511Z","2026-06-26T00:56:30.802Z","long","52556","52459.38","52700.94","-13.16","-2.63","5","1.63","5.44","2.72","0","-1.39","Stop Loss","0.4099","0.469","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:htf:4h:support:101","BTC-EUR","momentum_continuation","closed_loss","loss","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum","2026-06-25T23:51:29.405Z","2026-06-26T00:56:30.802Z","long","52581","52459.38","52763.44","-11.48","-2.3","5","1.3","4.32","2.16","0.52","-1.31","Stop Loss","0.4327","0.6591","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:BTC-EUR:BTC-EUR:htf:4h:support:101","BTC-EUR","mean_reversion","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T00:46:30.511Z","2026-06-26T00:56:30.802Z","long","52556","52459.38","52700.94","-13.16","-2.63","5","1.63","5.44","2.72","0","-1.39","Stop Loss","0.3786","0.3611","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:BTC-EUR:BTC-EUR:htf:4h:support:101","BTC-EUR","liquidity_sweep_fade","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T00:46:30.511Z","2026-06-26T00:56:30.802Z","long","52556","52459.38","52700.94","-13.16","-2.63","5","1.63","5.44","2.72","0","-1.39","Stop Loss","0.3905","0.3611","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:htf:4h:support:101","BTC-EUR","range_bounce","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T00:46:30.511Z","2026-06-26T00:56:30.802Z","long","52556","52459.38","52700.94","-13.16","-2.63","5","1.63","5.44","2.72","0","-1.39","Stop Loss","0.3786","0.3611","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:404","BTC-EUR","scout_touch_rejection","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-25T19:18:51.517Z","2026-06-25T19:23:51.638Z","long","52023","51989.67","52072.99","-28.41","-5.68","5","4.68","15.61","7.8","1.68","-1.77","Stop Loss","0.4099","0.5125","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:404","BTC-EUR","momentum_continuation","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-25T19:18:51.517Z","2026-06-25T19:23:51.638Z","long","52023","51989.67","52072.99","-28.41","-5.68","5","4.68","15.61","7.8","1.68","-1.77","Stop Loss","0.4469","0.6619","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:BTC-EUR:BTC-EUR:mtf:1h:support:404","BTC-EUR","mean_reversion","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-25T19:18:51.517Z","2026-06-25T19:23:51.638Z","long","52023","51989.67","52072.99","-28.41","-5.68","5","4.68","15.61","7.8","1.68","-1.77","Stop Loss","0.3725","0.3806","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:BTC-EUR:BTC-EUR:mtf:1h:support:404","BTC-EUR","liquidity_sweep_fade","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-25T19:18:51.517Z","2026-06-25T19:23:51.638Z","long","52023","51989.67","52072.99","-28.41","-5.68","5","4.68","15.61","7.8","1.68","-1.77","Stop Loss","0.3861","0.3806","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:404","BTC-EUR","range_bounce","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-25T19:18:51.517Z","2026-06-25T19:23:51.638Z","long","52023","51989.67","52072.99","-28.41","-5.68","5","4.68","15.61","7.8","1.68","-1.77","Stop Loss","0.3725","0.3806","Range"
"magi_15_htf_mtf_revisit_trade_management_v1:strict_sweep_reclaim:BTC-EUR:BTC-EUR:mtf:1h:support:396","BTC-EUR","strict_sweep_reclaim","closed_win","win","counted_or_legacy","passed","","2026-06-25T16:48:02.452Z","2026-06-25T17:38:49.322Z","long","52075","51870.84","52381.24","3.67","0.73","5","0.77","2.55","1.28","1.92","-0.66","Take Profit","0.6818","0.7293","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v1:strict_sweep_reclaim:BTC-EUR:BTC-EUR:mtf:1h:support:393","BTC-EUR","strict_sweep_reclaim","closed_win","win","counted_or_legacy","passed","","2026-06-25T16:48:02.452Z","2026-06-25T17:38:49.322Z","long","52075","51869.8","52382.8","3.69","0.74","5","0.76","2.54","1.27","1.92","-0.66","Take Profit","0.6826","0.7293","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v1:strict_sweep_reclaim:BTC-EUR:BTC-EUR:mtf:1h:support:390","BTC-EUR","strict_sweep_reclaim","closed_win","win","counted_or_legacy","passed","","2026-06-25T16:48:02.452Z","2026-06-25T17:38:49.322Z","long","52075","51868.57","52384.65","3.72","0.74","5","0.76","2.52","1.26","1.9","-0.65","Take Profit","0.6827","0.7293","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v1:strict_sweep_reclaim:BTC-EUR:BTC-EUR:mtf:1h:support:386","BTC-EUR","strict_sweep_reclaim","closed_win","win","counted_or_legacy","passed","","2026-06-25T16:48:02.452Z","2026-06-25T17:38:49.322Z","long","52075","51866.89","52387.16","3.75","0.75","5","0.75","2.5","1.25","1.89","-0.65","Take Profit","0.6835","0.7293","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v1:breakout_retest:ETH-EUR:ETH-EUR:htf:4h:support:91","ETH-EUR","breakout_retest","closed_win","win","counted_or_legacy","passed","","2026-06-25T09:33:51.243Z","2026-06-25T13:43:57.840Z","short","1447.92","1474.11","1408.63","12.07","1.33","9.04","0.17","1","0.5","1.77","-0.08","Take Profit","0.6848","0.5509","Trending"
"magi_15_htf_mtf_revisit_trade_management_v1:volatility_breakout:ETH-EUR:ETH-EUR:htf:4h:support:91","ETH-EUR","volatility_breakout","closed_win","win","counted_or_legacy","passed","","2026-06-25T10:28:52.835Z","2026-06-25T13:43:57.840Z","short","1445.2","1474.11","1401.83","13.5","1.35","10","0.15","1","0.5","1.5","0","Take Profit","0.7116","0.7124","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v1:breakout_retest:BTC-EUR:BTC-EUR:htf:4h:support:121","BTC-EUR","breakout_retest","closed_win","win","counted_or_legacy","passed","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-25T12:02:55.054Z","2026-06-25T13:47:57.754Z","short","53947","54737.7","52760.95","9.49","1.3","7.33","0.2","1","0.5","1.92","-0.14","Take Profit","0.6778","0.6357","Trending"
"magi_15_htf_mtf_revisit_trade_management_v1:volatility_breakout:BTC-EUR:BTC-EUR:htf:4h:support:121","BTC-EUR","volatility_breakout","closed_win","win","counted_or_legacy","passed","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-25T12:02:55.054Z","2026-06-25T13:47:57.754Z","short","53947","54737.7","52760.95","9.49","1.3","7.33","0.2","1","0.5","1.92","-0.14","Take Profit","0.6778","0.6357","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v1:volatility_breakout:BTC-EUR:BTC-EUR:mtf:1h:support:397","BTC-EUR","volatility_breakout","closed_win","win","counted_or_legacy","passed","quality_score_below_strategy_minimum","2026-06-25T09:22:50.958Z","2026-06-25T11:02:53.669Z","short","54194","54363.55","53939.67","0.85","0.54","1.56","0.96","1","0.5","1.67","-0.56","Take Profit","0.6678","0.7936","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v1:scout_touch_rejection:SOL-EUR:SOL-EUR:mtf:1h:support:59","SOL-EUR","scout_touch_rejection","closed_win","win","counted_or_legacy","passed","quality_score_below_strategy_minimum","2026-06-25T04:19:43.450Z","2026-06-25T04:54:44.247Z","long","59.36","59.03","59.85","2.63","0.95","2.78","0.54","1","0.5","1.97","-0.24","Take Profit","0.5806","0.5223","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v1:breakout_retest:SOL-EUR:SOL-EUR:mtf:1h:support:59","SOL-EUR","breakout_retest","closed_loss","break_even","counted_or_legacy","passed","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-25T14:34:59.052Z","2026-06-25T16:10:01.379Z","short","58.62","59.45","57.38","-1.5","-0.21","7.08","0.21","1","0.5","1.14","-0.1","Break Even","0.6347","0.5515","Trending"
"magi_15_htf_mtf_revisit_trade_management_v1:breakout_retest:XRP-EUR:XRP-EUR:htf:4h:support:1","XRP-EUR","breakout_retest","closed_timeout","timeout","counted_or_legacy","passed","","2026-06-23T05:39:34.054Z","2026-06-23T10:29:41.258Z","short","0.97","0.99","0.95","-0.05","0","10","0.15","1","0.5","0.7","-0.36","Timeout","0.7193","0.5134","Trending"
"magi_15_htf_mtf_revisit_trade_management_v1:breakout_retest:XRP-EUR:XRP-EUR:mtf:1h:support:1","XRP-EUR","breakout_retest","closed_win","win","counted_or_legacy","passed","","2026-06-23T05:39:34.054Z","2026-06-23T08:29:38.153Z","short","0.97","0.98","0.96","3.5","0.7","5","0.3","1","0.5","1.26","-0.64","Take Profit","0.6493","0.4894","Trending"
"magi_15_htf_mtf_revisit_trade_management_v1:scout_touch_rejection:BTC-EUR:BTC-EUR:htf:4h:support:119","BTC-EUR","scout_touch_rejection","closed_timeout","timeout","counted_or_legacy","passed","","2026-06-23T13:46:46.160Z","2026-06-23T18:41:53.473Z","long","54591","53698.75","55929.37","-1.05","-0.13","8.17","0.18","1","0.5","0.6","0","Timeout","0.6384","0.6317","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v1:breakout_retest:BTC-EUR:BTC-EUR:htf:4h:support:119","BTC-EUR","breakout_retest","closed_win","win","counted_or_legacy","passed","","2026-06-24T13:57:22.069Z","2026-06-24T16:47:26.151Z","short","53987","54743.25","52852.63","9.01","1.29","7","0.21","1","0.5","1.55","-0.06","Take Profit","0.7016","0.77","Trending"
"magi_15_htf_mtf_revisit_trade_management_v1:momentum_continuation:BTC-EUR:BTC-EUR:htf:4h:support:119","BTC-EUR","momentum_continuation","closed_timeout","timeout","counted_or_legacy","passed","late_or_extended_entry","2026-06-23T14:41:47.558Z","2026-06-23T19:36:54.758Z","long","54890","53698.75","56676.87","-2.36","-0.22","10.85","0.14","1","0.5","0.2","-0.26","Timeout","0.6769","0.7408","Trending"
"magi_15_htf_mtf_revisit_trade_management_v1:range_bounce:BTC-EUR:BTC-EUR:htf:4h:support:119","BTC-EUR","range_bounce","closed_loss","loss","counted_or_legacy","passed","quality_score_below_strategy_minimum","2026-06-24T13:37:21.460Z","2026-06-24T15:07:23.748Z","long","54518","53698.75","55746.87","-9.01","-1.2","7.51","0.2","1","0.5","0","-1.09","Stop Loss","0.621","0.5432","Range"
"magi_15_htf_mtf_revisit_trade_management_v1:volatility_breakout:BTC-EUR:BTC-EUR:htf:4h:support:119","BTC-EUR","volatility_breakout","closed_win","win","counted_or_legacy","passed","","2026-06-24T13:57:22.069Z","2026-06-24T16:47:26.151Z","short","53987","54743.25","52852.63","9.01","1.29","7","0.21","1","0.5","1.55","-0.06","Take Profit","0.7016","0.77","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v1:momentum_continuation:BTC-EUR:BTC-EUR:htf:4h:resistance:124","BTC-EUR","momentum_continuation","closed_timeout","timeout","counted_or_legacy","passed","late_or_extended_entry","2026-06-23T16:11:49.674Z","2026-06-23T21:06:56.861Z","short","55065","56774.25","52501.13","-0.19","-0.01","15.52","0.1","1","0.5","0.28","0","Timeout","0.6542","0.7578","Trending"
"magi_15_htf_mtf_revisit_trade_management_v1:momentum_continuation:ETH-EUR:ETH-EUR:htf:4h:support:91","ETH-EUR","momentum_continuation","closed_loss","loss","counted_or_legacy","passed","","2026-06-25T08:43:50.143Z","2026-06-25T11:08:53.752Z","long","1451.82","1437.47","1473.35","-6.44","-1.3","4.94","0.3","1","0.5","0.12","-1.19","Stop Loss","0.6814","0.7842","Trending"
"magi_15_htf_mtf_revisit_trade_management_v1:range_bounce:ETH-EUR:ETH-EUR:htf:4h:support:91","ETH-EUR","range_bounce","closed_loss","loss","counted_or_legacy","passed","","2026-06-25T08:03:49.049Z","2026-06-25T11:08:53.752Z","long","1457.34","1437.47","1487.15","-8.32","-1.22","6.82","0.22","1","0.5","0","-1.13","Stop Loss","0.6278","0.4307","Range"
